Rank,crater_id,center_row,center_col,x_polar_m,y_polar_m,dist_from_pole_km,elevation_m,size_pixels,area_km2,VOL,ODD,EVN,HELIX,IceIndex,Priority
144,104,187,1350,48040.0,45000.0,65.82,-3894.7,1,0.0064,5.138034789298196e-11,5.550207862747847e-11,8.00270266720915e-12,7.251458981893943e-12,0.796535494915529,Medium Priority
145,520,1193,260,-39160.0,-35480.0,52.84,-2558.8,1,0.0064,6.83349626884322e-11,7.610267277469163e-11,8.732936249145062e-12,8.153454474080224e-12,0.7961143803320073,Medium Priority
146,551,1217,351,-31880.0,-37400.0,49.14,-2922.1,1,0.0064,9.6626706636016e-11,7.878724755938649e-11,4.219907756564112e-11,1.2842372998367324e-11,0.7921109725781169,Medium Priority
147,634,1274,527,-17800.0,-41960.0,45.58,-2905.3,1,0.0064,1.04693038960324e-10,1.2027780160739354e-10,1.1704906141551952e-11,6.846378065167302e-12,0.7872680646416916,Medium Priority
148,92,183,1160,32840.0,45320.0,55.97,-3910.7,1,0.0064,5.833955540879288e-11,6.740961955298275e-11,5.75364192054173e-12,3.9570863946680745e-12,0.786636863720179,Medium Priority
149,646,1289,392,-28600.0,-43160.0,51.78,-2917.5,1,0.0064,1.3203917126336506e-10,1.340241528868802e-10,3.413250931894041e-11,2.084386309386677e-11,0.7805732836150846,Medium Priority
150,34,130,1212,37000.0,49560.0,61.85,-3865.4,1,0.0064,8.759137859470909e-11,1.086669851324551e-10,2.999104870698988e-12,1.2297399210048354e-11,0.7774422507451618,Medium Priority
151,476,1118,329,-33640.0,-29480.0,44.73,-2488.6,1,0.0064,6.663779944515724e-11,7.733764323392123e-11,7.394824336204309e-12,1.1213412143273873e-11,0.7772761164333727,Medium Priority
152,713,1349,514,-18840.0,-47960.0,51.53,-2797.1,1,0.0064,1.0689292506693704e-10,1.2141211647165306e-10,1.5633855321439682e-11,9.29623131945556e-12,0.774328462312187,Medium Priority
153,419,805,132,-49400.0,-4440.0,49.6,-2310.4,1,0.0064,9.305305137541352e-11,1.1343027211951906e-10,5.812447311653868e-12,8.677707857840389e-12,0.7738768036486167,Medium Priority
154,126,204,1139,31160.0,43640.0,53.62,-3917.7,1,0.0064,9.24096077437042e-11,1.1403560734590812e-10,4.440541684358479e-12,1.7147876868461864e-11,0.7734565308118049,Medium Priority
155,637,1277,393,-28520.0,-42200.0,50.93,-2912.7,1,0.0064,1.1755314777150971e-10,1.3383212593698346e-10,1.800819215969085e-11,7.771798829492305e-12,0.7691239408253207,Medium Priority
156,24,121,1192,35400.0,50280.0,61.49,-3830.9,1,0.0064,8.496381376232874e-11,9.936473172045268e-11,1.0486199582271372e-11,8.279626984020183e-12,0.7664691019176024,Medium Priority
157,748,1452,62,-55000.0,-56200.0,78.63,-1982.4,1,0.0064,8.154379255165267e-11,9.754367452652346e-11,8.511255936149986e-12,6.9421018412951785e-12,0.7617004859022755,Medium Priority
158,492,1149,309,-35240.0,-31960.0,47.57,-2532.3,1,0.0064,4.7498633498621594e-11,4.612963136474413e-11,1.5315484991340608e-11,2.0412679792997098e-12,0.7606460884429639,Medium Priority
159,722,1360,478,-21720.0,-48840.0,53.45,-2924.0,1,0.0064,1.1307405706206808e-10,1.4248333068955787e-10,6.281286255016561e-12,1.7134751950642624e-11,0.7550118270186278,Medium Priority
160,51,149,1257,40600.0,48040.0,62.9,-3901.9,1,0.0064,6.028294530224798e-11,7.577524718804796e-11,3.230213839466867e-12,4.082472207511678e-12,0.7534853812231138,Medium Priority
161,780,1488,2,-59800.0,-59080.0,84.06,-2261.1,1,0.0064,2.1350500534200726e-10,2.7681276715263436e-10,6.670745119480293e-12,2.0330981689853367e-11,0.7505004547953735,Medium Priority
162,137,210,1164,33160.0,43160.0,54.43,-3937.9,1,0.0064,8.600514050938202e-11,1.0871071404183752e-10,5.391195302684171e-12,7.749238750687226e-12,0.7472086344975603,Medium Priority
163,422,809,108,-51320.0,-4760.0,51.54,-2301.7,1,0.0064,1.0683804535505104e-10,1.34867367274083e-10,7.679308577923649e-12,1.9507983770039594e-11,0.7442739075699575,Medium Priority
164,685,1324,406,-27480.0,-45960.0,53.55,-2931.4,1,0.0064,1.0577704684378019e-10,1.2340511945652108e-10,1.8092546558157168e-11,1.3473643208083974e-11,0.742307223704874,Medium Priority
165,449,1072,343,-32520.0,-25800.0,41.51,-2386.5,1,0.0064,1.1209936451317404e-10,1.2784498459872395e-10,2.239387321412156e-11,1.5621679297361798e-11,0.7412074260167604,Medium Priority
166,610,1257,458,-23320.0,-40600.0,46.82,-2901.1,1,0.0064,1.2066503352059501e-10,1.5308247724998836e-10,9.512182708171224e-12,1.7090431500554892e-11,0.7375854049970572,Medium Priority
167,412,797,131,-49480.0,-3800.0,49.63,-2310.1,1,0.0064,1.9182465338385408e-10,2.4211493920844873e-10,1.773162866536282e-11,1.7824106773867143e-11,0.7353926676031718,Medium Priority
168,559,1224,344,-32440.0,-37960.0,49.93,-2946.0,1,0.0064,9.466058492613172e-11,8.839289022954944e-11,3.93685049837611e-11,1.2192246344466806e-11,0.7351627773939057,Medium Priority
169,65,163,1186,34920.0,46920.0,58.49,-3907.7,1,0.0064,5.646844450368782e-11,7.177036742689323e-11,5.305251030152114e-12,6.857567031587353e-12,0.7232532462711764,Medium Priority
170,528,1200,258,-39320.0,-36040.0,53.34,-2561.3,1,0.0064,8.240112758794993e-11,1.0333387617800227e-10,1.0132350687641622e-11,1.2376953628656647e-11,0.7198728379914998,Medium Priority
171,505,1179,302,-35800.0,-34360.0,49.62,-2558.2,1,0.0064,5.189182070153287e-11,6.137522434723763e-11,9.726853870961616e-12,9.29397270948984e-12,0.7196993759943369,Medium Priority
172,281,305,74,-54040.0,35560.0,64.69,-1959.9,1,0.0064,1.6458499840776852e-10,2.096066653578532e-10,1.9570685350078776e-11,1.0590016710776418e-11,0.7150355927790982,Medium Priority
173,70,166,1233,38680.0,46680.0,60.62,-3902.2,1,0.0064,6.330883040028823e-11,8.099138026906869e-11,7.0608224128632094e-12,9.075533727309626e-12,0.7109181861161664,Medium Priority
174,650,1292,478,-21720.0,-43400.0,48.53,-2885.4,1,0.0064,1.2933447368634887e-10,1.6499149269044722e-10,1.5962273169911608e-11,1.2965668469422376e-11,0.7108095459019361,Medium Priority
175,123,202,1161,32920.0,43800.0,54.79,-3932.1,1,0.0064,7.935169882289371e-11,1.0856316540186484e-10,3.060699697160496e-12,1.2773843614810598e-11,0.7045726831797432,Medium Priority
176,566,1228,404,-27640.0,-38280.0,47.22,-2916.6,1,0.0064,9.573451059674554e-11,1.1768318264326894e-10,1.7606322649799108e-11,5.510232894967437e-12,0.7024349409067434,Medium Priority
177,13,101,1324,45960.0,51880.0,69.31,-3746.6,1,0.0064,1.0784763360138784e-10,1.4416623450586028e-10,8.668214583618106e-12,9.134013857770018e-12,0.7010629559225572,Medium Priority
178,36,133,1244,39560.0,49320.0,63.23,-3885.7,1,0.0064,1.2071443844519078e-10,1.64107075151243e-10,7.599588493223397e-12,1.1032884675299393e-11,0.6989564611918697,Medium Priority
179,523,1195,389,-28840.0,-35640.0,45.85,-2908.6,1,0.0064,5.347450260373421e-11,6.763733323422727e-11,7.954368066998008e-12,7.02436199484513e-12,0.6981761952698491,Medium Priority
180,512,1186,280,-37560.0,-34920.0,51.29,-2562.3,1,0.0064,4.771622680310728e-11,6.160966181667504e-11,5.939362283241545e-12,1.6713529865652887e-11,0.6960890753682566,Medium Priority
181,751,1455,122,-50200.0,-56440.0,75.53,-1930.7,1,0.0064,5.080630013920562e-11,6.599495255832366e-11,6.150787344727515e-12,5.85028683483535e-12,0.6945900090223341,Medium Priority
182,586,1239,404,-27640.0,-39160.0,47.93,-2918.7,1,0.0064,9.949417678623007e-11,1.2957777906219548e-10,1.3483731492458516e-11,1.237091765832199e-11,0.6906367731614477,Medium Priority
183,14,104,1334,46760.0,51640.0,69.66,-3727.8,1,0.0064,6.565854110407443e-11,9.023166935850924e-11,4.174321045075091e-12,1.0503792280402987e-11,0.6882014517781023,Medium Priority
184,106,189,1198,35880.0,44840.0,57.43,-3898.3,1,0.0064,6.480883885107147e-11,8.976296789198202e-11,3.423545735098399e-12,5.2266632862008056e-12,0.6880904320089166,Medium Priority
185,757,1459,140,-48760.0,-56760.0,74.83,-1938.9,1,0.0064,5.4798342946638095e-11,7.444132116285472e-11,4.360629479033262e-12,4.948927118803015e-12,0.6866792416208745,Medium Priority
186,792,1498,100,-51960.0,-59880.0,79.28,-1924.9,1,0.0064,9.693260777376976e-11,1.291178414186689e-10,1.142739895765299e-11,3.9126653306187364e-12,0.6848171476204928,Medium Priority
187,416,801,91,-52680.0,-4120.0,52.84,-2298.9,1,0.0064,1.1385759696169727e-10,1.5644716078178078e-10,9.536581593860838e-12,8.800487248661337e-12,0.6818483963879947,Medium Priority
188,464,1107,331,-33480.0,-28600.0,44.03,-2523.6,1,0.0064,1.6375993616701834e-10,1.5238110773196922e-10,8.701341036587705e-11,2.2070270958018945e-11,0.6812132716785336,Medium Priority
189,436,1051,280,-37560.0,-24120.0,44.64,-2325.4,1,0.0064,7.116823796948779e-11,9.226522323935171e-11,1.1384200873654216e-11,9.96509732370532e-12,0.680063350302211,Medium Priority
190,543,1207,21,-58280.0,-36600.0,68.82,-1887.1,1,0.0064,8.135175172396814e-11,1.1469623861781739e-10,4.586787547000704e-12,6.441096354198317e-12,0.6763360909501538,Medium Priority
191,73,169,1187,35000.0,46440.0,58.15,-3911.8,1,0.0064,7.730861784072117e-11,1.0820168372394079e-10,5.129509664247856e-12,8.084631922256058e-12,0.6761813250582915,Medium Priority
